alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
RB1_mutation	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.524691358024692
RSPO2_cna_gain	0	3	11	87	0.5	0.0611677741841197	0.0942910657059872	0.524691358024692
SEL1L3_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
SF3B1_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.524691358024692
SPEN_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
STAB2_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
STAB2_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
TAF1L_mutation	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.524691358024692
TBC1D2_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
TP53_mutation	1	2	42	56	0.5	0.0326991257596857	0.0624608102423379	0.524691358024692
USP28_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
ZFHX3_mutation	0	3	11	87	0.5	0.0611677741841197	0.0942910657059872	0.524691358024692
ZFP36L2_cna_del	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.524691358024692
ZMYM3_cna_gain	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.524691358024692
ZMYM3_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.524691358024692
ZNF292_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.524691358024692
AR_cna_gain	1	2	41	57	0.500000000000001	0.0292897518634002	0.0599839436030731	0.524691358024692
PTEN_cna_del	0	3	18	80	0.521163426438282	0.08147883221029	0.129639559260708	0.540230381064073
erg_all	0	3	46	52	0.846043675162854	0.16000927616895	0.362639964358391	0.863972450192085
chromoplexy	0	3	47	51	0.853808068425119	0.16322987143812	0.3748234292468	0.863972450192085
ets_all	0	3	61	37	0.942047994037666	0.216064049460774	0.583751064852222	0.942047994037666
CDK12_mutation	3	0	1	97	4.14532747286423e-13	0.861595577272487	0.999999999989505	3.5235283519346e-11
