alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
BRIP1_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
CDKN2A_cna_del	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
CNOT3_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
HRAS_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
JAK1_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
KDM6A_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
PIK3CB_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
SPEN_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.574324324324325
APC_mutation	2	13	8	78	0.49444949563591	0.0479940933981195	0.0770505456014327	0.574324324324325
MIRLET7BHG_mutation	2	13	8	78	0.49444949563591	0.0479940933981195	0.0770505456014327	0.574324324324325
AKT1_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
AR_cna_gain	6	9	36	50	0.5	0.0134234990234242	0.0520873690680252	0.574324324324325
AREnhancer_cna_gain	6	9	35	51	0.5	0.00505219495381857	0.0502953629249384	0.574324324324325
ASXL2_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
ATM_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
ATR_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
BAG4_cna_gain	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
CDK12_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
CHD3_mutation	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.574324324324325
CHD7_cna_gain	1	14	7	79	0.5	0.019394218225848	0.0543631716585435	0.574324324324325
COL15A1_cna_gain	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
CTNNB1_mutation	1	14	6	80	0.5	0.00434162380069235	0.050218112050837	0.574324324324325
IL6ST_cna_del	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.574324324324325
IL6ST_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
KMT2D_mutation	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
LSAMP_mutation	2	13	10	76	0.5	0.0187431335354604	0.0540744394838866	0.574324324324325
MAP3K1_cna_del	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
MED12_cna_gain	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.574324324324325
MGA_mutation	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.574324324324325
MSH2_mutation	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.574324324324325
MSH6_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
NDST2_cna_gain	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
PIK3CA_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
PPL_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
PRKDC_cna_gain	1	14	9	77	0.5	0.0452252033943818	0.0739824244906107	0.574324324324325
PRKDC_mutation	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
RPRD2_cna_gain	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
SEL1L3_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
SETDB1_cna_gain	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
STAB2_cna_gain	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
STAB2_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
TAF1L_cna_gain	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
TAF1L_mutation	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
TBC1D2_cna_gain	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
USP28_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
ZFP36L2_cna_del	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.574324324324325
ZMYM3_cna_gain	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.574324324324325
ZMYM3_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.574324324324325
ZNF292_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.574324324324325
etv1_all	1	14	10	76	0.547780402062588	0.0566327331415359	0.0878587253058054	0.595725599577971
MYC_cna_gain	2	13	16	70	0.550405531661622	0.0489822531861911	0.0781917816182323	0.595725599577971
CHD6_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.595725599577971
PTPRD_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.595725599577971
SF3B1_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.595725599577971
CHD1_cna_del	0	15	5	81	0.622823250677413	0.0953116064578779	0.159911411758729	0.661749703844752
CCND1_cna_gain	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.694641111939975
KDM6A_cna_gain	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.694641111939975
SPOP_mutation	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.694641111939975
PTEN_mutation	0	15	9	77	0.794372985087504	0.130624230468316	0.259281670233283	0.803829806338546
ets_none	3	12	37	49	0.918692318422806	0.167404327665335	0.390805804677837	0.918692318422806
