alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
SEL1L3_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
SETDB1_cna_gain	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
SPEN_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
STAB2_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
STAB2_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
TAF1L_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
TAF1L_mutation	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
TBC1D2_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
ZFHX3_mutation	1	6	10	84	0.5	0.02973587329839	0.0602921911188593	0.55921052631579
ZFP36L2_cna_del	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
ZMYM3_cna_gain	1	6	8	86	0.5	0.0514820084348683	0.0811880143574313	0.55921052631579
ZNF292_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
BRCA2_mutation	0	7	9	85	0.567570958997654	0.085351750826229	0.137607806224873	0.618506814292315
MSH2_mutation	0	7	9	85	0.567570958997654	0.085351750826229	0.137607806224873	0.618506814292315
AR_mutation	0	7	11	83	0.629289132649881	0.0954025934990014	0.160127148645185	0.660365139200492
etv1_all	0	7	11	83	0.629289132649881	0.0954025934990014	0.160127148645185	0.660365139200492
RSPO2_cna_gain	0	7	11	83	0.629289132649881	0.0954025934990014	0.160127148645185	0.660365139200492
TP53_mutation	2	5	41	53	0.648208492923058	0.0772812295677976	0.121449279546723	0.671923437786097
erg_all	0	7	46	48	0.982774012647651	0.249564417440891	0.708201722565615	0.996562704288326
chromoplexy	0	7	47	47	0.984838437179052	0.254587538608658	0.725286324657074	0.996562704288326
ets_all	0	7	61	33	0.998587626391642	0.336992328973872	0.923176512727681	0.998587626391642
