alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
MED12_cna_gain	2	28	7	64	0.552678797184362	0.0512040063298397	0.080847040244197	0.906852791993649
ZMYM3_cna_gain	2	28	7	64	0.552678797184362	0.0512040063298397	0.080847040244197	0.906852791993649
CCND1_cna_gain	1	29	5	66	0.602546173069621	0.0716968147321151	0.111270539941612	0.906852791993649
KMT2D_mutation	1	29	5	66	0.602546173069621	0.0716968147321151	0.111270539941612	0.906852791993649
RPRD2_cna_gain	1	29	5	66	0.602546173069621	0.0716968147321151	0.111270539941612	0.906852791993649
SETDB1_cna_gain	1	29	5	66	0.602546173069621	0.0716968147321151	0.111270539941612	0.906852791993649
SPOP_mutation	1	29	5	66	0.602546173069621	0.0716968147321151	0.111270539941612	0.906852791993649
ets_all	17	13	44	27	0.608542315574652	0.0495671248829334	0.0788787657456039	0.906852791993649
APC_mutation	2	28	8	63	0.634156119329387	0.0703907476109151	0.109007772284789	0.906852791993649
MIRLET7BHG_mutation	2	28	8	63	0.634156119329387	0.0703907476109151	0.109007772284789	0.906852791993649
AR_cna_gain	11	19	31	40	0.666722233164156	0.0648553512354405	0.0999108250148718	0.906852791993649
PTEN_cna_del	4	26	14	57	0.684984573370948	0.0762384060802573	0.119486399238468	0.906852791993649
AKT1_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
BRIP1_cna_gain	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
ERF_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
HRAS_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
IDH1_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
PIK3CA_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
PIK3CB_cna_gain	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
PIK3R1_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
PTPRC_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
TAF1L_cna_gain	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
ZMYM3_mutation	0	30	3	68	0.69204048769657	0.113731048378773	0.207927636348596	0.906852791993649
erg_all	12	18	34	37	0.694513300169446	0.072370107780348	0.112454437415555	0.906852791993649
AR_mutation	2	28	9	62	0.704144520842127	0.0881459921875636	0.143602060629368	0.906852791993649
chromothripsis	8	22	25	46	0.727239233982792	0.083247300623	0.133229039215938	0.922616938634885
AREnhancer_cna_gain	10	20	31	40	0.771613636512042	0.0961092803967883	0.161810108673627	0.92894499139279
CDK12_mutation	0	30	4	67	0.778850237884267	0.132000501602859	0.263751384476986	0.92894499139279
etv4_all	0	30	4	67	0.778850237884267	0.132000501602859	0.263751384476986	0.92894499139279
PTPRD_mutation	0	30	4	67	0.778850237884267	0.132000501602859	0.263751384476986	0.92894499139279
ARID1A_mutation	0	30	5	66	0.838655647083716	0.148347707274232	0.319782798408989	0.92894499139279
CHD3_mutation	0	30	5	66	0.838655647083716	0.148347707274232	0.319782798408989	0.92894499139279
FOXA1_mutation	0	30	5	66	0.838655647083716	0.148347707274232	0.319782798408989	0.92894499139279
MGA_mutation	0	30	5	66	0.838655647083716	0.148347707274232	0.319782798408989	0.92894499139279
RAG1_mutation	0	30	5	66	0.838655647083716	0.148347707274232	0.319782798408989	0.92894499139279
TP53_mutation	10	20	33	38	0.841514874555822	0.121484257888135	0.23066876161697	0.92894499139279
BAG4_cna_gain	0	30	6	65	0.881227442364554	0.163359831035199	0.375317854968746	0.947378817042659
RSPO2_cna_gain	1	29	10	61	0.891650651334267	0.157698689148063	0.353985114320519	0.947378817042659
ZFHX3_mutation	1	29	10	61	0.891650651334267	0.157698689148063	0.353985114320519	0.947378817042659
MYC_cna_gain	2	28	16	55	0.947351172320692	0.189474862170051	0.477820169931425	0.980409068905684
BRCA2_mutation	0	30	9	62	0.951651191447679	0.203310025133187	0.533215394574112	0.980409068905684
NBN_cna_gain	1	29	14	57	0.964833293007867	0.210542982179536	0.561993323241912	0.980409068905684
chromoplexy	9	21	38	33	0.974247120494476	0.215477592835893	0.581450802999053	0.980409068905684
LSAMP_mutation	0	30	12	59	0.980409068905684	0.238686069391313	0.669603791034576	0.980409068905684
