alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
ZFP36L2_cna_del	0	5	6	90	0.5	0.0573539334676404	0.0888464995400081	0.531250000000001
ZMYM3_cna_gain	0	5	9	87	0.5	0.0713800300900201	0.11071761567629	0.531250000000001
ZMYM3_mutation	0	5	3	93	0.5	0.0399297853124962	0.068643348517182	0.531250000000001
ZNF292_mutation	0	5	4	92	0.5	0.046343999860004	0.0751991594003389	0.531250000000001
AREnhancer_cna_gain	2	3	39	57	0.500000000000001	0.00276078815187117	0.0500881874831608	0.531250000000001
AR_mutation	0	5	11	85	0.526153728293412	0.0797855923130282	0.126279949053478	0.545403254938293
etv1_all	0	5	11	85	0.526153728293412	0.0797855923130282	0.126279949053478	0.545403254938293
chromothripsis	1	4	32	64	0.552004020208643	0.0616663053417174	0.0950303271774966	0.565305321900418
KMT2C_mutation	0	5	14	82	0.601140954825805	0.0915490363337586	0.151179672912132	0.608297394764208
ets_all	2	3	59	37	0.687059843943265	0.0951747386354012	0.159587295262533	0.687059843943265
