alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
AKT1_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
APC_mutation	0	3	10	88	0.5	0.057999853067225	0.0897424275964702	0.505952380952381
ARID1A_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
ATM_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
BRCA2_mutation	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.505952380952381
BRIP1_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
CCND1_cna_gain	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
CDK12_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
CDKN1B_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
CDKN2A_cna_del	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
CHD1_cna_del	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
CHD3_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
CHD6_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
CHD7_cna_gain	0	3	8	90	0.5	0.0513158005790785	0.0809839239085365	0.505952380952381
CNOT3_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
COL15A1_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
CTNNB1_mutation	0	3	7	91	0.5	0.0477455260559423	0.0767673128817054	0.505952380952381
ERF_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
ets_all	2	1	59	39	0.5	0.0224328794522115	0.0558425942191418	0.505952380952381
ets_none	1	2	39	59	0.5	0.0224328794522115	0.0558425942191418	0.505952380952381
etv1_all	0	3	11	87	0.5	0.0611677741841197	0.0942910657059872	0.505952380952381
etv4_all	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
etv5_all	0	3	1	97	0.5	0.0174963553055941	0.0535493035362006	0.505952380952381
FOXA1_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
HRAS_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
IDH1_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
IL6ST_cna_del	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
IL6ST_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
JAK1_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
KDM6A_cna_gain	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
KDM6A_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
KMT2D_mutation	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
MAP3K1_cna_del	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
MED12_cna_gain	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.505952380952381
MGA_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
MIRLET7BHG_mutation	0	3	10	88	0.5	0.057999853067225	0.0897424275964702	0.505952380952381
MSH2_mutation	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.505952380952381
MSH6_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
MYC_cna_gain	1	2	17	81	0.5	0.0709167613682154	0.109913735364495	0.505952380952381
NBN_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
NCOR1_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
NDST2_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
PIK3CA_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
PIK3CB_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
PIK3R1_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
PPL_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
PRKDC_cna_gain	0	3	10	88	0.5	0.057999853067225	0.0897424275964702	0.505952380952381
PRKDC_mutation	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
PTPRC_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
RAG1_mutation	0	3	5	93	0.5	0.0399297853124962	0.068643348517182	0.505952380952381
RB1_mutation	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.505952380952381
RPRD2_cna_gain	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
SEL1L3_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
SETDB1_cna_gain	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
SF3B1_mutation	0	3	4	94	0.5	0.0355297145267005	0.0647299057358293	0.505952380952381
SPEN_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
STAB2_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
STAB2_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
TAF1L_mutation	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
TBC1D2_cna_gain	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
USP28_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
ZFHX3_mutation	0	3	11	87	0.5	0.0611677741841197	0.0942910657059872	0.505952380952381
ZFP36L2_cna_del	0	3	6	92	0.5	0.0439705008036495	0.0726548199543504	0.505952380952381
ZMYM3_cna_gain	0	3	9	89	0.5	0.0547236341202053	0.0853078570743376	0.505952380952381
ZMYM3_mutation	0	3	3	95	0.5	0.0306122448979592	0.0609115989910491	0.505952380952381
PTEN_cna_del	0	3	18	80	0.521163426438282	0.08147883221029	0.129639559260708	0.521163426438282
