alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
FOXA1_mutation	1	16	4	80	0.5	0.019325701188415	0.0543323180842778	0.704427824538293
IDH1_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
IL6ST_cna_del	1	16	4	80	0.5	0.019325701188415	0.0543323180842778	0.704427824538293
LSAMP_mutation	2	15	10	74	0.5	0.00161949743909154	0.0500303449163039	0.704427824538293
MAP3K1_cna_del	1	16	3	81	0.5	0.0443336995119339	0.0730351123130232	0.704427824538293
MED12_cna_gain	2	15	7	77	0.5	0.0450626583231	0.0738082356452896	0.704427824538293
MGA_mutation	1	16	4	80	0.5	0.019325701188415	0.0543323180842778	0.704427824538293
MIRLET7BHG_mutation	2	15	8	76	0.5	0.0280714714736614	0.0591664126292892	0.704427824538293
PIK3CA_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
PIK3CB_cna_gain	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
PIK3R1_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
PTEN_cna_del	3	14	15	69	0.5	0.00205391209447633	0.050048808338541	0.704427824538293
PTPRC_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
PTPRD_mutation	1	16	3	81	0.5	0.0443336995119339	0.0730351123130232	0.704427824538293
SPEN_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
STAB2_cna_gain	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
TBC1D2_cna_gain	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
ZFHX3_mutation	2	15	9	75	0.5	0.0126156478596732	0.0518434145960402	0.704427824538293
ZMYM3_cna_gain	2	15	7	77	0.5	0.0450626583231	0.0738082356452896	0.704427824538293
ZNF292_mutation	1	16	3	81	0.5	0.0443336995119339	0.0730351123130232	0.704427824538293
CCND1_cna_gain	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
KDM6A_cna_gain	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
RPRD2_cna_gain	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
SETDB1_cna_gain	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
TAF1L_mutation	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
ZFP36L2_cna_del	1	16	5	79	0.500000000000001	0.00110840498017585	0.0500142140573048	0.704427824538293
BRIP1_cna_gain	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
CDKN2A_cna_del	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
CNOT3_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
HRAS_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
IL6ST_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
JAK1_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
KDM6A_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
NDST2_cna_gain	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
SEL1L3_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
STAB2_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
TAF1L_cna_gain	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
USP28_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
ZMYM3_mutation	0	17	3	81	0.503093845590226	0.07871045214562	0.124185900562539	0.704427824538293
MSH2_mutation	1	16	8	76	0.505530556433363	0.0478215965877796	0.0768538284890543	0.704427824538293
RB1_mutation	1	16	8	76	0.505530556433363	0.0478215965877796	0.0768538284890543	0.704427824538293
APC_mutation	1	16	9	75	0.564779211946305	0.0605291103650824	0.0933533372984499	0.710397158904415
PRKDC_cna_gain	1	16	9	75	0.564779211946305	0.0605291103650824	0.0933533372984499	0.710397158904415
ASXL2_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
ATR_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
CDK12_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
CDKN1B_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
CHD6_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
MSH6_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
PPL_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
SF3B1_mutation	0	17	4	80	0.593390568026041	0.091354289903379	0.150737822941147	0.710397158904415
AR_mutation	1	16	10	74	0.617934103409084	0.0723297143954597	0.112383076634129	0.729505538746835
CHD1_cna_del	0	17	5	79	0.662314754943853	0.102667787563454	0.178047726375093	0.74074676539773
NBN_mutation	0	17	5	79	0.662314754943853	0.102667787563454	0.178047726375093	0.74074676539773
NCOR1_mutation	0	17	5	79	0.662314754943853	0.102667787563454	0.178047726375093	0.74074676539773
RAG1_mutation	0	17	5	79	0.662314754943853	0.102667787563454	0.178047726375093	0.74074676539773
BAG4_cna_gain	0	17	6	78	0.716906331247829	0.113057307977937	0.20602038463992	0.760854437815164
KMT2D_mutation	0	17	6	78	0.716906331247829	0.113057307977937	0.20602038463992	0.760854437815164
PRKDC_mutation	0	17	6	78	0.716906331247829	0.113057307977937	0.20602038463992	0.760854437815164
SPOP_mutation	0	17	6	78	0.716906331247829	0.113057307977937	0.20602038463992	0.760854437815164
chromothripsis	4	13	29	55	0.725049523094451	0.0877049534517802	0.142642278072067	0.760854437815164
KMT2C_mutation	1	16	13	71	0.745102608648809	0.103880210090348	0.1811709922777	0.766707785964094
ets_none	5	12	35	49	0.748667602764938	0.0937516741519863	0.156246338164522	0.766707785964094
PTEN_mutation	0	17	9	75	0.828266892263906	0.140705851498659	0.292941942144599	0.838127212409905
TP53_mutation	4	13	39	45	0.929551644200769	0.173274807232638	0.413598287624503	0.929551644200769
